Serial No.,College Name,Info
5,Indian Institute of Space Science and Technology - [IIST],3 light 2 fans 3 People for room so 3 almaris shelfs 3 study tables for 1 st year's Food will be good but need to be Litte spicy and menu was perfect After coming to college they will guide I don't know
5,Indian Institute of Space Science and Technology - [IIST],Hostels are nice and spacious. You will get some furnitures in hostels. And cleaning happens every day. Electricity is 24*7 and water is also available for 24*7. You will get cold hot and normal water for drinking. Overall hostels are good here.
5,Indian Institute of Space Science and Technology - [IIST],The hostel facility is good here and they used to clean the hostel every day but the fees of the hostel are a little bit high and if I talk about the rental accommodation for the hostel then it is around 14k which is too high in my opinion and food is also not so good as per the charges.
6,Birla Institute of Technology - [BIT Mesra],There is well hostel facility for both boys and girls are givven with 2 sharing facility. All the rooms are fan based no AC is there in any room as it is a quite cold place so ac is not required.mess facility is good and mess menu is maked taking consideration for all state students. Registration is done after addmission and it is affordable.
6,Birla Institute of Technology - [BIT Mesra],We have very good looking and beautiful and big cupboards. Our rooms are very spacious and kept well maintained and clean. I'll rate our meal a solid 5/10. We don't need to do much to get in the Hostel as its mandatory of each scholar. I Live in my hostel.
6,Birla Institute of Technology - [BIT Mesra],Hostel is nice always clean uts line cleaned everyday no wierd smell or something toilet and bathroom is cleaned thrice a day We get double bed in 1st 2nd yr in 3rd yr its double rn but after a year or do a new hostel will be ready so from 3rd to 4th it is single occupancy
6,Birla Institute of Technology - [BIT Mesra],Our hostel facilities is also good..we are provided with double and single sharing room double for the 1st year student and single for 2nd year onwords in roms we get one chair bed light and fan. washroom are regullarly clean. no ragging in the hostel or in college mess food is also awesome in our hostel
6,Birla Institute of Technology - [BIT Mesra],They had 11 hostess for boys and two hostess for girls which with two persons room and before 2022 the usually give single rooms to everyone but from 2022 the intake of the college has increased so the rooms were not enough the accommodate 5000 peoples in 30 minutes so that you will rooms for rent rooms you have PG outside the college but it's too far you need to travel 3 kilometre 4 times a day to get your college attendance full
7,Amity University,The hostel fees is 70000 and there was a lobby in which total 3 rooms and 1 washroom and 1 bathroom in each room there are 2 students and there are both facilities of ac and non AC . You have to pay extra 3820 for food which is compulsory to pay if you are in hostel. The mess food is quite ok and 70000 thousand is for non AC and for ac the fees is 98000 and the room is good and cleaned and they also give facilities of laundry and in hostel you only keep cycle or motorcycle you are not allowed for car . The condition of room is good but the bed condition is not so good and almirah condition is not good
7,Amity University,Hostel facility is also provided. The mess food is good taste and quality only at rupees 37. You can register for hotel while filling form for the admission time. Its better to have pg or flat outside.
7,Amity University,Hostel are good have very much greenry around ventilated room have almirah study table it has 3 room for 6 people and 1 bathroom and washroom for 6 people water cooler etc . The 1 year rent is 55000 and 10k security. The mess is okay not bad and not that good it's okay menu is already decided for a month . Monthly charge is 3600 for mess have 4 meals . Registration is u have to submit your documents they'll provide form fill them and then submit and then a affedebit too accepting terms and conditions. If u want to rent a pg it's outside college i don't know much as I'm a fresher and and an hosteller too.
7,Amity University,The hostel facility is available in the campus you can have an ac or non AC depending upon you . You can take meal from h block it's ok daily basis coupon system . The food is average. You can register for hostel in the amizone portel. After 2 year I rented a pg in the gate 2 of the college. It is very accessible to the college
7,Amity University,Hostel is well equipped with facilities like Geezer Water cooler Acs And 24 7 water and electricity Laundry Meal quality is very good also we have many options as their are many renowned restaurant chains serving in the college Registration process is very simple A student has to apply on the online portal And need to submit aadhar card The college is on the deserted highway so there is no locality near by That is why our college life seems like a jail
8,SRM Engineering College,"The hostel room comprises fully furnished comfortable beds, study tables, chairs, inbuilt cupboards, ceiling fans, lights and central AC. These rooms make students feel like they are at home. The hostel also provides clean and hygienic dining facilities separately for male and female students, 24 hours security arrangements with fully trained guards and constant CCTV surveillance to ensure the safety of students. The college aims at offering a qualitative life to everyone residing in the campus hostel. The premises are spacious and well-ventilated to build an optimistic and rejuvenating atmosphere."
8,SRM Engineering College,"My room is Non-Ac 4 sharing. It has 3 wall-fans and 3 tube lights and a switch for every person besides their bed. Each gets their own desk and chair for study and cupboard for keeping their stuff in it. Meal quality is good, you will get a different meal every day and at the festival, you get a special item for dinner and lunch. The hostel is inside the campus."
8,SRM Engineering College,All types of hostel are available with both attached and common bathroom as well as AC and non AC. Lots of students registered every year so huge amount of hostels are available for them. PG and rented flats are also available outside campus premises which students prefer in their 2nd or 3rd year mostly.
8,SRM Engineering College,"I reside in the hostel. Trust me. It takes more than patience and endurance to survive in a hostel like this. It doesnt come at par with the amount of money you pay for the hostels. The hostel rooms consist of 3 beds per room, well the beds resemble hospital beds to be precise. And it comes with irregularly sized cupboards for you and your friends. The Bathrooms are dirty and most of the time you will be welcomed with foul smell as cleaning is done on a weekly basis. Some of the Bathrooms are broken and have not been repaired for a very long time. The rooms are mostly uncomfortable and will suffocate you for the first few months. Well its suffocating most people still now. The lift of the hostel will not be working most of the time. So good luck if your room is in or above the 5th floor. The rooms will be three sharing for the Non AC rooms, whereas for AC rooms the sharing may go upto 12 sharing rooms. There are 3 buildings namely BH 1,2,3. I paid 62000 for the Hostel rooms . The food in the mess will be terrible for the first few months.After that you will adapt to it. But, if you are a North Indian and a foodie, it will be terrible to the day you decide to cut your tongue off. There are a variety of South Indian delicacies which try and sometimes succeed in impressing your taste buds. But, some people wont like the taste of it at all. SRM doesnt have any PG's at all."
8,SRM Engineering College,Campus Life:Life on campus is really good. they conduct a lot of festivals and campus shows. We can enjoy our college life here. Amenities are good extracurricular activities that provide special care and you can participate in various activities.
9,SSN College of Engineering - [SSNCE],"There is a variety of rooms from shared rooms to single with AC, according to which kind of room chosen there will be a cost variation. For 1st years, 2nd years, 3rd years and final years, M.E and PhD students as separate blocks are there."
9,SSN College of Engineering - [SSNCE],"There is a wide range of rooms. Shared with 3, single, single ac, single with attached washroom, single ac with attached washroom. The mess food is not so great but it can be managed with the canteen and cafeteria on the campus, unfortunately. The registration process of hostels can be done during the fee payment only."
9,SSN College of Engineering - [SSNCE],"Three students share a single room in the basic hostel room. Lighting, fan, cupboards, power service, ethernet, bed and chair for each one of the students. There is a shared common washroom for every student. The mess meal has a routine menu where most mornings are idli, dosa, Pongal and puri whereas the lunch mostly consists of rice and sambar or curry, the dinner is dosa, chappati, biriyani, etc., We are also provided with chicken 3 times a week and egg twice a week. The basic hostel costs around 70k whereas a room with ac and a separate bathroom costs around 1.7 lakhs. During the document verification visit you should book your hostel rooms. There are many other options such as PG or a rented room within 3 km but the compulsory bus fees make it an unviable option."
9,SSN College of Engineering - [SSNCE],"The hostel is so good compared to other colleges. It has solar hot water facility so that u get hotwater 24/7. There are shared rooms as well as single rooms with and without both AC and restroom. Mess food is the best. It is of good quality and both veg, non veg is available. Registration process is on the spot during the day of admission. I did not rent a room, but some of them whom i know rented rooms from kelambakkam which is around 20min"
9,SSN College of Engineering - [SSNCE],"The hostel room has a single cort bed, a study table, a chair, a cupboard, and a shelf. The quality of food is pretty ok for the price (100/day)and the menu continues every week. During the admission process, there is an option for a hostel you can select for registering for a hostel room. The hostel is inside the college itself."
10,SASTRA University,For men dinner 6 hostels and for women there are 5 hostels. For boys the hostels are basis on to sharing treasuring 4 sharing and sex sharing with or without attached bathrooms . Food is not included and it is to be paid in monthly wise. The registrations to the hostel and it rooms would be first come first serve basis and everyone are allowed to book any of the other hostel within the slot timings and the availability. The best hostel for men are Vinaya block 3 and mega hostel. For the women it is Arundati hostel.
10,SASTRA University,"Hostel is adequate with clean environment . There are warden assigned per block of a block containing 1500 students . Mess food is veg and is okay and balanced diet . Locality of hostel is outskirts , hour drive for city."
10,SASTRA University,The hostels are good and bad like new buildings are good but older ones are bad. The hostel registration is a headache bcoz it is very demanding. The mess food is sometimes good but majority not good. The fees range from 16000 to 28000 for the hostel rooms based on the room type and this is yearly fees. Strictly no AC. Mess fees range from 4000 to 5000 monthly. Strictly no Non Veg. The locality for taking pg is thanjavur or vallam
10,SASTRA University,"Hostel faculty is very strict and hostels are very good the cost of accomodation is very less it cost around 24K for single room bath attached , 22k for 2 in 1 bath attached,18k for 4 in 1 bath attached , 2k less for common bathroom per year"
10,SASTRA University,"Fans, lights, mosquito nets to stop bugs from entering room, water heater, plug ponits , good bath room and toilets. Meal quality is good mostly but taste and eatablity is poor doesn't taste food mostly. Registration process is fully online and direct. You just have to choose what type of room you want and you will be provided hostel. Hostel is cheap like starts 1500 a month In first year I was in clg hostel then I rented a PG just outside college campus."
11,Manipal Institute of Technology - [MIT],"The hostel is fairly nice and provides everything one needs to live. The security is strict and ensures safety at night. The mess food is not great but works. The menu changes every week and there are special lunches sometimes. The hostel fees depends upon the type of room but the lowest for a triple sharing, non AC, common bath is 53k"
11,Manipal Institute of Technology - [MIT],"Hostels facility in manipal is good, although accomodation is provided only till 3rd year. Hostel facility is quite expensive, but rooms are good and not congested. Mess food is better compared to others but not very good."
11,Manipal Institute of Technology - [MIT],"I have provided this detail before as well, Otherwise food is very nice, all varities covered, there sre total 5 messes here and you can join anyone besides food is no limitation there are many eataries in the vicinity, and even the snacks are tasty here in the mess Veg Non Veg and Jain food are served Hostel fee is around 1.75 lakh for a double ac, 2.25 lakh for single ac where as 1.81 lakh for single non ac 1.4 lakhs for double non ac rooms"
11,Manipal Institute of Technology - [MIT],"The hostels of MIT are a very comfortable place to stay while also providing various facilities like 24*7 electricity, ambulance support, clean drinking water, hot water facility available the whole day. The meal quality of the mess in MIT is mediocre which can be improved. The menu of the mess changes every week while the quality of the food ranging from excellent to unedible. The hostel registration for 1st year students is based on the first cum first served basis and after the 1sy year the hostel is alloted on the basis on the CGPA. The hostel varies from 1.5-2.8 LPA depending on the sharing room or not and wether the a/c is there or not. Some hostel blocks also have a problem of water seepage which after being repaired multiple times comes again as Manipal faces rain through out the year."
11,Manipal Institute of Technology - [MIT],"Air Conditioning, fans, attached washrooms, cots, study tables, chairs, cupboards and shelves. The rooms of the hostel are very well furnished and well maintained. The food in the mess is hygenic and always has a great spread which is good enough to cater the student life present here. The quality of the food is maintained well here. Registering for hostels and mess is done online through the portals offered by MAHE and the amount to be paid is quite affordable. Havent rented a PG or Room yet but will do the next year which will be within 2 km distance from the college as the appartments here are very close by which makes it easier for students to reach college on time every day."
12,P.S.G College of Technology - [PSGCT],"The student hostel consists of various kind of rooms like 3 seater, 2 seater and 4 seater. The fees will be according to type of room chosen. I have chose 4 seater and the yearly fees is around 60000 and the mess fees will be around 50000 and it will change yearly. We want to book token for chicken, gobi in the website available specifically for that by loging in. Chicken will be available every tuesday, thursday and sunday. The quality of the meal is very good and there menu will be set for a week and each week it will repeat, there will be a change in the menu for every 6 months. There will be a semester feast which will be conducted on each semester and every year there will be hostel day. We want to register to hostel seperately and not through the admission on college. The room standards are good for living and there will be cleaning facilities. The quantity of the meal is good enough and it is unlimited based on the type of food"
12,P.S.G College of Technology - [PSGCT],"Hostel, compared to othet hostels and rooms it is very clean and sufficient for srudents to accommodate but it is really difficult some time to communicate with the people who work in the hostel. The Fee is same for everyone except for people who joined the college using 7.5 reservation government policy."
12,P.S.G College of Technology - [PSGCT],"Fee structure of hostel vary with 2,3 and 4 sharing.For 2 sharing with attached toilet the fee is 135000 and for 3 sharing with attached toilet it is 125000 and for 4 sharing with common toilet it is 99000."
12,P.S.G College of Technology - [PSGCT],"The PSG tech hostel meals is the best. They provide north and south indian cuisines. And the food taste is worth for the cost.I am staying in a 2 sharing room with attached bathroom.its spacious enough. The boys hostel have a big ground. Both boys and girls hostel have indoor games ,gym, Library"
12,P.S.G College of Technology - [PSGCT],The rooms are given 3.5 stars out of 5 stars and the food has white range of varieties with balanced diet and student who are part of the student council our part of making the menu of the hostel miss and the rooms are also a good and when we ask for maintenance our supporting staff will be available to fix the maintenance error in very short time possible the registration process for hostel is very simple it is just filling a form and paying fee online or DD. Hostel fees comparatively low and it is both within non veg cuisine and also has North Indian cuisine too
13,Sathyabama Institute of Science and Technology,"Regarding the quality of the mess, I would not suggest eating it from there, as an NRI student myself, I view the surroundings and environment of the mess hall as satisfactory, I have rented an apartment with 3 other classmates in Thoraipakkam it contains needed amenities for us."
13,Sathyabama Institute of Science and Technology,The hostel room consists of five members with attached bathroom and no 24/7 water facilities.It consists of lights and fans . Morning breakfast is not much good and everyday there is veg and non veg.Afternoon and night food is good.You can find so many pg near the university
13,Sathyabama Institute of Science and Technology,Hostels is not that much good here we have to fill water comes morning and evening and here they don't provide any study chairs and alamaras anything and all students stay in pgs hostel rooms also costly if non AC 1.1lakhs and ac 2.1 lakhs
13,Sathyabama Institute of Science and Technology,"Sathyabama provides the best hostel accomodation and food in whole chennai. Rooms are soo large ventilation everything is like perfect here. Moreover coming to food you won't felt regret of your 100000 hostel fee once you eat. Coming to hostel registration process, first you have to pay the hostel fee in the fee portal. Once you done with that, they will allocate you the room numbers too before joining to the hostel."
14,Kalinga Institute of Industrial Technology - [KIIT],24/7 electricity and water and wifi . Meal quality is below average. We had to order on Zomato most of the days in a week . Minimum is 50k per semester (non ac) including mess and hostel fees . Max is 1.25 lakhs/ semester (premium and ac)including mess and hostel fees .
14,Kalinga Institute of Industrial Technology - [KIIT],"I stay in hostel in KIIT, and as I am a first year student they keep their 1st year students totally seperate in KP-7, which is like a complex, has many blocks from A to F. The hostels are very nice and and clean and there are people who cleans the rooms and washrooms on regular basis. The hostel menu is changed with months, the mess is very clean and the tables are also clean, the food provided is also good but there is spaces for improvement in many areas"
14,Kalinga Institute of Industrial Technology - [KIIT],"Our hostel has a reading room with many books, it has a swimming pool and a sports complex. For the registration process, we had to pay a one-time fee of 15000 Rs and its quite affordable but the hostel maintains strict discipline they charge fine a lot. The mess food is not so good in taste sometimes we can see insects inside the food which is the worst side of staying in the hostel."
14,Kalinga Institute of Industrial Technology - [KIIT],"Room provided in hostel is good overall. you will be provided with a bed and a mattress, a bucket , pillow and 2 sets of bedsheet and pillow cover and a blanket. You will have a table and a chair and a cupboard and also some space too keep things inside the bed and a socket above the table and there will be 2 fans and ac if you opt for ac room. Food quality is good and in menu some days are better than other days. You will be alloted your hostel at the time of reporting and the cost is not so high and it depends on what type of room you opt for ac, non ac or premium."
14,Kalinga Institute of Industrial Technology - [KIIT],"There are Ac- Rooms as well as non-Ac rooms. Rooms typically have 3 beds (or 2 beds based selection) , fans , cupboards and tables. New mattresses will be provided upon admission with a bucket and a mug. The Meal quality here is below average. Even though the menu looks like it would be good , food quality is not upto the marks provided the amount of money you are giving."
15,Siksha 'O' Anusandhan University - [SOA],Basically three type of room available inside the campus 2 beds 3 and 4 bedded also ac room is available inside the hostel no depends on person 2 security guards also available for security 2 caretaker and 6 attendance staff is also available inside the hostel so they can manage everything
15,Siksha 'O' Anusandhan University - [SOA],"Hostels are good, neat and clean. Ac rooms are well functioned. At our time Mess foods are average but now it is came to know that mess foods are so good quality and delicious. Near the college, there so many rented rooms and PGs, but need find out 1month before cause all good condition rooms will not be available at the required time."
15,Siksha 'O' Anusandhan University - [SOA],"They provide us with 1 bed, 1 table, 1 chair and an almirah. Registration is as simple as filling some forms and submitting documents and paying the fees. Hostel food could use a total makeover though. Overall decent experience"
15,Siksha 'O' Anusandhan University - [SOA],The hostels are really nice. The food is nice. And whenever I had any problems I just filled out the form and within 24hrs the problem is fixed. Although the hostels are quite expensive as compared to other collges but it provides flexibility and comfort.
15,Siksha 'O' Anusandhan University - [SOA],"Hostel is very nice , rooms are awesome , hostel fees around 90000 , for non AC room and for ac room 1 lakh 20000 . Food is very nice and hygienic. And very tasty and healthy. We give 30000 first and fill our detail they allotted a room."
16,K L University - [KLU],"The seperate rooms are available by 2 sharing 3 sharing and 4 sharing. Infrastructure is provided in room. Food is quite good and can give 5 star rating. Registration process is not much difficult to get in, its easy like at time if admission we can book the slots. There is a vaddeswaram village nearby wher we can find pgs and rented rooms."
16,K L University - [KLU],"Has my experience hostel fee too costly and food is also not that much good in the when i was first year i have payed 130000 and 12000 electricity bill and 3000 for caution deposit now the cost will increased but it is not worth for what we are paying the fee and food.They will provide so many varites but taste will be average.Currently now i am staying in outside pg (Bliss coliving spaces).In the hostel room they provide fan, light,bed cart and one study tabel and lockers they provide ac if we choose ac other wise they will not provide.If we choose luxury room they provide sofa set, ac, dinning tabel and oven and fridge in the room.To register the hostel we have to come the campus in the campus only hostel will be their we have to go the hostel and their will be a office in the hostel and we have to register in the office."
16,K L University - [KLU],"Hostel facility is good the food is also good there will be atleast 10 different variety avaliable every day we can eat anything the food is hygenic and everyday milk,egg and bread is available here. Everyday the room and the washrooms will be cleanes there will be no cc cams in the room but there will be in the corridor."
16,K L University - [KLU],"I have not joined in the college hostel but I have my friend who is in hostel ther food quality is good they will provide milk bread jam peanut butter and cornflakes and any South Indian or north indian breakfast during the morning and it tastes good and in the lunch they have seperate cusines for the Nativity of the students like North people have seperate and south people have seperate cusines students can eat what ever they like to eat and they provide snack during the evening and night the same thing as the lunch repeats non vegetarian is served twice a week and also there are cafeterias in the hostel and will be open till 12-1 AM if you're craving for any food during the night they provide hostel in 2 types AC and Non- AC based on student liability the room contains geyser, AC If taken , 2 beds as it is sharing room , locker ,shelfs ,fans based on the room you take they will also provide a refrigerator the registration of hostel is done online through ERP of klu"
16,K L University - [KLU],"AC/Non-AC 2 Bed, 3 Bed and Deluxe rooms are provided of which cupboards, beds, pilllows, bedsheets, study tables chairs, hangers, plugpoints are provided by the management and for Deluxe, couches, tepoy, fridge, oven are provided. The menu quality is decent, with various types of food every meal. Breakfast is provided with eggs, bread, idli, upma everyday with the 3rd tiffin changing like vada, poori, dosa, bonda. Lunch/Dinner meals go by 2 different curries, sambhar, dal, chutneys, curd, chips. Idli/chapathi is also provided. There is a seperate counter for north Indians. Registration is done by paying 5000 INR and 1,50,000+15,000 for accomodation, mess charges and electricity deposit. Vaddeshwaram is a local area with a series of rented PG's which are popular for low fees where my friends shifted in 2nd year."
17,Kalasalingam Academy of Research and Education,The hostel fee is too high. And the fee depends on according to the room we choose for a stay. And hostel booking time will be .. they will open the portal for hostel booking. They will give time for us to book our rooms. Like 3 days it will continue to book our rooms. Within that time we need to choose out room. There are different categories such as in one room three members or 4 members or 5 members and Ac and non AC. And the other part Attached or non attached washrooms. So according to this the fee will be differ. According to the members we choose the fee will different. For example if we choose 3 members the fee will be 30000 means for 5 members it will 20000 . So the more members the less fee and vis Verse. The food was okay . There will be three different messs . One is Southern mess. Second is Andhra mess. Third will be Northern mess. But Andhra and southern mess will be same maximum there is not that much difference in that . Compared to all northern mess will be good . The quality of the other mess will be average.
17,Kalasalingam Academy of Research and Education,"They will be provide a bed along with a cupboard and most of the rooms are 4 bedded along with attached washroom and there is a laundry service once a week which is included in hostel fee and the For hostel registation There is a portal, Hostel fee is one time payable for one year"
17,Kalasalingam Academy of Research and Education,"And the hostels accomodation fees starts from 80000-140000 we can choose accordingly like a.c and non a.c three sharing , four sharing ,five sharing etc.. And there will be veg,non veg and north indian mess at hostels . But the food will be not as much as you expect.You can eat 2 times a day.And cleaning is two times a week .And there is some restrictions you should not wash the clothes inside the hostel there will be laundry facility and sometimes water shortage is more in our college.And no electrical things allowed inside the hostel other than phones and laptops"
17,Kalasalingam Academy of Research and Education,When it comes to hostel life we enjoyed a lot in hostel where I was staying in Bhagathsingh hostel for 3 years this hostel is such a good one among other hostels. Main thing I didn't liked was the food they served us it is the worst than any thing so that's why I moved out and living in a rented house. like wise you can get PG's and rented rooms near collage or krishnankovil the price raises from 2k to 2.5k only rent food is up to you.
17,Kalasalingam Academy of Research and Education,"the hostel is the worst, 6 students in 1 room for 80,000/- for a common room without AC And an attached toilet, and If I need those facilities, I'll have to pay around 1,20,000/- which is not affordable and the food is not good either."
18,R V College of Engineering - [RVCE],The hostel facilities of this college is not good like they only had 250 beds and students are more . They have made a new hostel 3 kms away from college and have bus facilities but it takes 20 mins to travel by bus . Students go for the pg's near college which is a better option for saving time .
18,R V College of Engineering - [RVCE],"In our room only 2 share is provided. Which includes two bed, two cupboard one mirror and two study table set up. The menu quality of our hostel is awesome they provide varieties of food and snacks. The registration process requires we should pay 66k and 34k seperately for mess. I stay in krishna garden rvce girls hostel."
18,R V College of Engineering - [RVCE],"Hostel facility is nice here with an annual fees of 90k+30k rs which covers the stay and themess food for 2 semesters, the rooms are 2 sharing for the first 3 years and single rooms for the 4th year student. The mess food is good with varieties but is only veg a big monthly feast ishiven every month's last sunday."
18,R V College of Engineering - [RVCE],"2 sharing room. Meals are good but same food is given the whole year which repeat at every week. So even though food is good you will get bored. Book your hostelseat early otherwise you won't get. Fees is high 123000 per annum which is fixed,even you stay for one month. Out of 1.23 lakh 90 thousand is for accommodation and 33 k as mess charge"
18,R V College of Engineering - [RVCE],Poor hostel facility my hostel is 3 km far from college it is not inconvenience to travell . afternoon lunch will not be provided and there is no washing Machine.but still we r paying 115000 only hostel
19,Ramaiah Institute of Technology - [RIT],In the room they will provide with all the basic neededs with everything and there will be room cleanings every 2days once and the meals and menu is good they change the menu every month and we can give a suggestion if we didn't like the food they will change it and the food quality is also grate there will be different food for South Indians and North Indians To register we need to submit a request form in the collage admission block they will evaluate the availability and notify you the fee structure is 120000 and a extra 15000 as a safety deposit.
19,Ramaiah Institute of Technology - [RIT],"Hostel facilities are available within and outside the campus, good hostel, neat and clean, decent food, hot water in the morning and night, registration for hostel can be done by visiting the hostel and speaking to the manager, hostel fees is slightly expensive but worth it considering the convenience. Curfew for girls is 9pm Attached bathrooms provided"
19,Ramaiah Institute of Technology - [RIT],Hostel for boys has 3 options in which for the first year there is Freshers block which has only 1 St years. After 1 St year there are 2 options one being Aryabhatta block and NNRI block. All the hostel students (boys) have to come to Aryabhatta to have food cuz it has the main mess.
19,Ramaiah Institute of Technology - [RIT],Hostel facility is really good except the fact that the hostel manager is very strict and there are a huge set of rules. The mess food is bad I would rate it 5/10. There is no ragging and seniors in hostel are very good and help you. Rooms are clean and not damaged
19,Ramaiah Institute of Technology - [RIT],"Good hostel two and three sharing , south indian meals and breakfast was present , afforable around 6k per month along with food. well cleaned and ventilated. it was around ,mathikere yashvantpur area , bengaluru. And nice parks around."
20,International Institute of Information Technology - [IIIT-B],"Mess food is very good in most of the days, we get 3 days non veg menu Room has wifi which speed over 100 mbps all the time, and everything is good, rooms are very spacious . Here taking hostel of the campus is mandatory so there is no choice of taking the pg outside the campus."
